branch,branch_to,counterparty,credit_account,credit_account_2,credit_amount,credit_amount_2,currency,date,debit_account,debit_amount,description,event_name,id,recurrence,trade_good,type
Pisa,,Lombard Metals Exchange,Trading Revenue,,14189.17,,florin,1416-06-25,Cash,14189.17,Trade finance settlement for dyestuffs cargo,,44250,,dyestuffs,trade_transaction
Venice,,Santa Maria Scribes,Cash,,2365.37,,florin,1416-06-25,Courier Services,2365.37,Courier Services expense for Venice branch (weekly cycle),,44251,weekly,,recurring_operating_expense
Florence,,Santa Maria Scribes,Cash,,1575.18,,florin,1416-06-25,Accounts Payable,1575.18,Vendor payment to Santa Maria Scribes for branch services,,44252,,,vendor_payment
Milan,,Mercato Maintenance Works,Cash,,8909.57,,florin,1416-06-25,Accounts Payable,8909.57,Vendor payment to Mercato Maintenance Works for branch services,,44253,,,vendor_payment
London,,Cloth Merchant,Cash,,50430.85,,florin,1416-06-26,Loans Receivable,50430.85,Loan issued to Cloth Merchant from London branch,,44254,,,loan_issuance
London,,Transfer to Bruges,Cash,Exchange Fee Revenue,2212.09,39.63,florin,1416-06-26,Due from Bruges,2251.72,Bill of exchange from London to Bruges,,44255,,,bill_of_exchange
Rome,,Cardinal's Office,Deposits Payable,,1186174.16,,florin,1416-06-26,Cash,1186174.16,Deposit from Cardinal's Office to Rome branch,,44256,,,deposit
Milan,London,Inter-branch transfer to London,Cash,Exchange Fee Revenue,48873.37,744.26,florin,1416-06-26,Due from London,49617.63,Branch settlement transfer from Milan to London,,44257,,,branch_activity
Florence,,Santa Maria Scribes,Cash,,1097.10,,florin,1416-06-26,Rent,1097.10,Rent expense for Florence branch (monthly cycle),,44258,monthly,,recurring_operating_expense
Bruges,Naples,Inter-branch transfer to Naples,Cash,Exchange Fee Revenue,85136.00,1296.49,florin,1416-06-26,Due from Naples,86432.49,Branch settlement transfer from Bruges to Naples,,44259,,,branch_activity
London,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,153997.62,2345.14,florin,1416-06-26,Due from Avignon,156342.76,Branch settlement transfer from London to Avignon,,44260,,,branch_activity
Bruges,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,4574.43,69.66,florin,1416-06-27,Due from Milan,4644.09,Branch settlement transfer from Bruges to Milan,,44261,,,branch_activity
Florence,,Santa Maria Scribes,Cash,,1651.63,,florin,1416-06-27,Wages,1651.63,Wages expense for Florence branch (monthly cycle),,44262,monthly,,recurring_operating_expense
Milan,,Wool Guild Syndicate,Cash,,86813.77,,florin,1416-06-28,Loans Receivable,86813.77,Commercial loan issued to Wool Guild Syndicate,,44263,,,loan_issuance
Rome,,Cardinal's Office,Deposits Payable,,636076.54,,florin,1416-06-29,Cash,636076.54,Deposit from Cardinal's Office to Rome branch,,44264,,,deposit
Geneva,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,15019.87,228.73,florin,1416-06-29,Due from Milan,15248.60,Branch settlement transfer from Geneva to Milan,,44265,,,branch_activity
Rome,,San Lorenzo Couriers,Cash,,1655.33,,florin,1416-06-29,Rent,1655.33,Rent expense for Rome branch (monthly cycle),,44266,monthly,,recurring_operating_expense
Venice,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,112174.76,1708.24,florin,1416-06-29,Due from Avignon,113883.00,Branch settlement transfer from Venice to Avignon,,44267,,,branch_activity
Pisa,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,14102.54,214.76,florin,1416-06-29,Due from Avignon,14317.30,Branch settlement transfer from Pisa to Avignon,,44268,,,branch_activity
Avignon,,Transfer to Bruges,Cash,Exchange Fee Revenue,26950.66,696.71,florin,1416-06-30,Due from Bruges,27647.37,Bill of exchange from Avignon to Bruges,,44269,,,bill_of_exchange
Rome,,Guildhall Security Company,Cash,,14004.76,,florin,1416-06-30,Accounts Payable,14004.76,Vendor payment to Guildhall Security Company for branch services,,44270,,,vendor_payment
London,,Lombard Metals Exchange,Loans Receivable,Interest Income,4668.06,1026.97,florin,1416-06-30,Cash,5695.03,Loan repayment from Lombard Metals Exchange including interest,,44271,,,loan_repayment
Naples,,Signoria Utilities Office,Cash,,1049.43,,florin,1416-06-30,Courier Services,1049.43,Courier Services expense for Naples branch (weekly cycle),,44272,weekly,,recurring_operating_expense
Rome,,Apostolic Chamber,Deposits Payable,,376448.76,,florin,1416-07-01,Cash,376448.76,Deposit from Apostolic Chamber to Rome branch,,44273,,,deposit
Florence,,Transfer to Avignon,Cash,Exchange Fee Revenue,36228.01,1005.30,florin,1416-07-01,Due from Avignon,37233.31,Bill of exchange from Florence to Avignon,,44274,,,bill_of_exchange
Bruges,,Levant Spice Traders,Loans Receivable,Interest Income,25174.21,2013.94,florin,1416-07-01,Cash,27188.15,Loan repayment from Levant Spice Traders including interest,,44275,,,loan_repayment
Milan,,Wool Guild Syndicate,Cash,,122939.88,,florin,1416-07-01,Loans Receivable,122939.88,Commercial loan issued to Wool Guild Syndicate,,44276,,,loan_issuance
Milan,,Lombard Metals Exchange,Loans Receivable,Interest Income,26172.73,3925.91,florin,1416-07-01,Cash,30098.64,Loan repayment from Lombard Metals Exchange including interest,,44277,,,loan_repayment
Pisa,,Guildhall Security Company,Cash,,84.91,,florin,1416-07-01,Supplies,84.91,Supplies expense for Pisa branch (monthly cycle),,44278,monthly,,recurring_operating_expense
Milan,,Grain Merchant,Cash,,3372.98,,florin,1416-07-02,Loans Receivable,3372.98,Loan issued to Grain Merchant from Milan branch,,44279,,,loan_issuance
Milan,,Transfer to Bruges,Cash,Exchange Fee Revenue,570087.25,9387.49,florin,1416-07-02,Due from Bruges,579474.74,Bill of exchange from Milan to Bruges,,44280,,,bill_of_exchange
Bruges,,Tuscan Wine Carriers,Trading Revenue,,16236.97,,florin,1416-07-02,Cash,16236.97,Trade finance settlement for spices cargo,,44281,,spices,trade_transaction
Florence,,Republic of Florence,Cash,,139080.16,,florin,1416-07-03,Loans Receivable - Government,139080.16,Loan to Venice for Lombardy Wars operations,,44282,,,war_financing
Venice,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,35725.19,544.04,florin,1416-07-03,Due from Bruges,36269.23,Branch settlement transfer from Venice to Bruges,,44283,,,branch_activity
London,,Signoria Utilities Office,Cash,,2169.39,,florin,1416-07-03,Courier Services,2169.39,Courier Services expense for London branch (weekly cycle),,44284,weekly,,recurring_operating_expense
Pisa,,Signoria Utilities Office,Cash,,21981.59,,florin,1416-07-03,Maintenance,21981.59,Maintenance expense for Pisa branch (quarterly cycle),,44285,quarterly,,recurring_operating_expense
London,,Venetian Grain Brokers,Loans Receivable,Interest Income,136977.96,20546.69,florin,1416-07-03,Cash,157524.65,Loan repayment from Venetian Grain Brokers including interest,,44286,,,loan_repayment
Naples,,Doge of Venice,Loans Receivable,Interest Income,32153.31,5787.60,florin,1416-07-04,Cash,37940.91,Loan repayment from Doge of Venice including interest,,44287,,,loan_repayment
Avignon,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,23597.15,359.35,florin,1416-07-04,Due from Pisa,23956.50,Branch settlement transfer from Avignon to Pisa,,44288,,,branch_activity
Rome,,Venetian Grain Brokers,Loans Receivable,Interest Income,8095.19,971.42,florin,1416-07-04,Cash,9066.61,Loan repayment from Venetian Grain Brokers including interest,,44289,,,loan_repayment
Geneva,,San Lorenzo Couriers,Cash,,5175.21,,florin,1416-07-04,Accounts Payable,5175.21,Vendor payment to San Lorenzo Couriers for branch services,,44290,,,vendor_payment
Rome,,Vatican Treasury,Deposits Payable,,186004.30,,florin,1416-07-05,Cash,186004.30,Deposit from Vatican Treasury to Rome branch,,44291,,,deposit
Rome,,Ponte Vecchio Rent Office,Cash,,615.74,,florin,1416-07-05,Maintenance,615.74,Maintenance expense for Rome branch (quarterly cycle),,44292,quarterly,,recurring_operating_expense
Avignon,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,3601.77,54.85,florin,1416-07-05,Due from Pisa,3656.62,Branch settlement transfer from Avignon to Pisa,,44293,,,branch_activity
Naples,,Republic of Florence,Loans Receivable,Interest Income,185406.63,14832.53,florin,1416-07-05,Cash,200239.16,Loan repayment from Republic of Florence including interest,,44294,,,loan_repayment
Milan,,Arno Lamp Oil Merchants,Cash,,9142.48,,florin,1416-07-05,Rent,9142.48,Rent expense for Milan branch (monthly cycle),,44295,monthly,,recurring_operating_expense
Rome,,Diplomatic Envoys,Cash,,34391.34,,florin,1416-07-06,Political Influence Expense,34391.34,Political patronage disbursement tied to Signoria election cycle,Signoria Election Patronage,44296,,,political_event
Bruges,,Flemish Cloth House,Trading Revenue,,17664.39,,florin,1416-07-06,Cash,17664.39,Trade finance settlement for alum cargo,,44297,,alum,trade_transaction
London,,Arno Lamp Oil Merchants,Cash,,1346.95,,florin,1416-07-06,Security,1346.95,Security expense for London branch (monthly cycle),,44298,monthly,,recurring_operating_expense
Rome,,Cardinal's Office,Deposits Payable,,1788536.78,,florin,1416-07-07,Cash,1788536.78,Deposit from Cardinal's Office to Rome branch,,44299,,,deposit
London,,Tuscan Wine Carriers,Loans Receivable,Interest Income,7609.06,1673.99,florin,1416-07-07,Cash,9283.05,Loan repayment from Tuscan Wine Carriers including interest,,44300,,,loan_repayment
Bruges,Geneva,Inter-branch transfer to Geneva,Cash,Exchange Fee Revenue,137359.74,2091.77,florin,1416-07-07,Due from Geneva,139451.51,Branch settlement transfer from Bruges to Geneva,,44301,,,branch_activity
Bruges,,Levant Spice Traders,Trading Revenue,,14860.08,,florin,1416-07-07,Cash,14860.08,Trade finance settlement for wool cargo,,44302,,wool,trade_transaction
London,,Mercato Maintenance Works,Cash,,1606.63,,florin,1416-07-07,Rent,1606.63,Rent expense for London branch (monthly cycle),,44303,monthly,,recurring_operating_expense
Venice,,San Lorenzo Couriers,Cash,,194.89,,florin,1416-07-07,Courier Services,194.89,Courier Services expense for Venice branch (weekly cycle),,44304,weekly,,recurring_operating_expense
Rome,,Sacred College,Deposits Payable,,49044.14,,florin,1416-07-08,Cash,49044.14,Deposit from Sacred College to Rome branch,,44305,,,deposit
Rome,,Vatican Treasury,Deposits Payable,,16419.21,,florin,1416-07-08,Cash,16419.21,Deposit from Vatican Treasury to Rome branch,,44306,,,deposit
Rome,,Textile Merchant,Trading Revenue,,47292.68,,florin,1416-07-08,Cash,47292.68,Alum sale from papal mines,,44307,,,alum_trade
London,,Duke of Milan,Cash,,69572.91,,florin,1416-07-08,Loans Receivable,69572.91,Commercial loan issued to Duke of Milan,,44308,,,loan_issuance
Florence,,Guildhall Security Company,Cash,,2244.62,,florin,1416-07-08,Supplies,2244.62,Supplies expense for Florence branch (monthly cycle),,44309,monthly,,recurring_operating_expense
Geneva,,Gold Merchant,Loans Receivable,Interest Income,11339.92,1927.79,florin,1416-07-09,Cash,13267.71,Loan repayment from Gold Merchant with interest,,44310,,,loan_repayment
Milan,,Milan Operations,Cash,,176.65,,florin,1416-07-09,Security,176.65,Security expense for Milan branch,,44311,,,operating_expense
Naples,,Doge of Venice,Cash,,37999.04,,florin,1416-07-09,Loans Receivable,37999.04,Commercial loan issued to Doge of Venice,,44312,,,loan_issuance
Geneva,,Ponte Vecchio Rent Office,Cash,,662.46,,florin,1416-07-09,Accounts Payable,662.46,Vendor payment to Ponte Vecchio Rent Office for branch services,,44313,,,vendor_payment
London,,Guildhall Security Company,Cash,,763.77,,florin,1416-07-09,Security,763.77,Security expense for London branch (monthly cycle),,44314,monthly,,recurring_operating_expense
Geneva,London,Inter-branch transfer to London,Cash,Exchange Fee Revenue,10223.53,155.69,florin,1416-07-09,Due from London,10379.22,Branch settlement transfer from Geneva to London,,44315,,,branch_activity
Rome,,Signoria Utilities Office,Cash,,1865.39,,florin,1416-07-09,Wages,1865.39,Wages expense for Rome branch (monthly cycle),,44316,monthly,,recurring_operating_expense
Rome,,Jewel Trader,Trading Revenue,,7036.84,,florin,1416-07-10,Cash,7036.84,Alum sale from papal mines,,44317,,,alum_trade
Avignon,,Transfer to Geneva,Cash,Exchange Fee Revenue,56156.33,1163.59,florin,1416-07-10,Due from Geneva,57319.92,Bill of exchange from Avignon to Geneva,,44318,,,bill_of_exchange
Rome,,Count of Urbino,Loans Receivable,Interest Income,214797.94,32219.69,florin,1416-07-10,Cash,247017.63,Loan repayment from Count of Urbino including interest,,44319,,,loan_repayment
Venice,,Kingdom of Naples,Loans Receivable,Interest Income,116871.36,14024.56,florin,1416-07-10,Cash,130895.92,Loan repayment from Kingdom of Naples including interest,,44320,,,loan_repayment
London,,Mediterranean Shipping Company,Loans Receivable,Interest Income,25438.28,3815.74,florin,1416-07-10,Cash,29254.02,Loan repayment from Mediterranean Shipping Company including interest,,44321,,,loan_repayment
Florence,,Spice Merchant,Trading Revenue,,12181.37,,florin,1416-07-11,Cash,12181.37,Alum sale from papal mines,,44322,,,alum_trade
London,,Wool Guild Syndicate,Loans Receivable,Interest Income,8027.35,1444.92,florin,1416-07-11,Cash,9472.27,Loan repayment from Wool Guild Syndicate including interest,,44323,,,loan_repayment
Geneva,,Cloth Merchant,Cash,,196831.38,,florin,1416-07-12,Deposits Payable,196831.38,Withdrawal by Cloth Merchant,,44324,,,withdrawal
Rome,,Vatican Treasury,Deposits Payable,,407994.05,,florin,1416-07-12,Cash,407994.05,Deposit from Vatican Treasury to Rome branch,,44325,,,deposit
Rome,,Levant Spice Traders,Cash,,79590.97,,florin,1416-07-12,Loans Receivable,79590.97,Commercial loan issued to Levant Spice Traders,,44326,,,loan_issuance
Bruges,,Wool Guild Syndicate,Cash,,108055.28,,florin,1416-07-12,Loans Receivable,108055.28,Commercial loan issued to Wool Guild Syndicate,,44327,,,loan_issuance
Venice,,Silk Consortium,Cash,,84129.15,,florin,1416-07-12,Loans Receivable,84129.15,Commercial loan issued to Silk Consortium,,44328,,,loan_issuance
London,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,22815.46,347.44,florin,1416-07-12,Due from Milan,23162.90,Branch settlement transfer from London to Milan,,44329,,,branch_activity
Geneva,,Wool Guild Syndicate,Loans Receivable,Interest Income,73769.27,5901.54,florin,1416-07-12,Cash,79670.81,Loan repayment from Wool Guild Syndicate including interest,,44330,,,loan_repayment
Milan,Geneva,Inter-branch transfer to Geneva,Cash,Exchange Fee Revenue,7277.11,110.82,florin,1416-07-13,Due from Geneva,7387.93,Branch settlement transfer from Milan to Geneva,,44331,,,branch_activity
Milan,,Wool Guild Syndicate,Trading Revenue,,4354.73,,florin,1416-07-13,Cash,4354.73,Trade finance settlement for silk cargo,,44332,,silk,trade_transaction
Rome,,Papal Curia,Deposits Payable,,1166896.63,,florin,1416-07-14,Cash,1166896.63,Deposit from Papal Curia to Rome branch,,44333,,,deposit
Pisa,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,18100.34,275.64,florin,1416-07-14,Due from Avignon,18375.98,Branch settlement transfer from Pisa to Avignon,,44334,,,branch_activity
Venice,,Venetian Grain Brokers,Cash,,92722.45,,florin,1416-07-14,Loans Receivable,92722.45,Commercial loan issued to Venetian Grain Brokers,,44335,,,loan_issuance
Naples,,Arno Lamp Oil Merchants,Cash,,1324.09,,florin,1416-07-14,Accounts Payable,1324.09,Vendor payment to Arno Lamp Oil Merchants for branch services,,44336,,,vendor_payment
Rome,,Grain Merchant,Trading Revenue,,1343.69,,florin,1416-07-15,Cash,1343.69,Alum sale from papal mines,,44337,,,alum_trade
Rome,,Marquis of Mantua,Cash,,52677.47,,florin,1416-07-15,Loans Receivable,52677.47,Commercial loan issued to Marquis of Mantua,,44338,,,loan_issuance
Venice,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,65771.03,1001.59,florin,1416-07-15,Due from Bruges,66772.62,Branch settlement transfer from Venice to Bruges,,44339,,,branch_activity
Venice,,Guildhall Security Company,Cash,,4468.82,,florin,1416-07-15,Wages,4468.82,Wages expense for Venice branch (monthly cycle),,44340,monthly,,recurring_operating_expense
Naples,Pisa,Inter-branch transfer to Pisa,Cash,Exchange Fee Revenue,71356.36,1086.64,florin,1416-07-15,Due from Pisa,72443.00,Branch settlement transfer from Naples to Pisa,,44341,,,branch_activity
Avignon,,Mercato Maintenance Works,Cash,,11142.36,,florin,1416-07-15,Accounts Payable,11142.36,Vendor payment to Mercato Maintenance Works for branch services,,44342,,,vendor_payment
Geneva,,Mediterranean Shipping Company,Trading Revenue,,5469.72,,florin,1416-07-15,Cash,5469.72,Trade finance settlement for spices cargo,,44343,,spices,trade_transaction
Venice,,Florentine Paperworks,Cash,,260.35,,florin,1416-07-15,Security,260.35,Security expense for Venice branch (monthly cycle),,44344,monthly,,recurring_operating_expense
Rome,,Sacred College,Deposits Payable,,34183.84,,florin,1416-07-16,Cash,34183.84,Deposit from Sacred College to Rome branch,,44345,,,deposit
Rome,,Apostolic Chamber,Deposits Payable,,72272.20,,florin,1416-07-16,Cash,72272.20,Deposit from Apostolic Chamber to Rome branch,,44346,,,deposit
